Wall time,Step,Value
203.423538923,0,205.2869873046875
258.479706764,4,205.2869873046875
313.379071951,8,205.2869873046875
368.270013809,12,205.2869873046875
423.174744368,16,205.2869873046875
478.069290638,20,205.2869873046875
532.898342848,24,205.2869873046875
587.795226336,28,205.2869873046875
642.695931196,32,205.2869873046875
697.585804462,36,205.2869873046875
752.462354422,40,205.2869873046875
807.314378738,44,205.2869873046875
862.230311394,48,205.2869873046875
917.134389162,52,205.2869873046875
972.014927626,56,205.2869873046875
1026.907325745,60,205.2869873046875
1081.802438021,64,205.2869873046875
1136.626772404,68,205.2869873046875
1191.516248465,72,205.2869873046875
1246.398121834,76,205.2869873046875
1458.294330835,80,91.54362487792969
1513.167677402,84,91.54362487792969
1567.96220541,88,91.54362487792969
1622.820713043,92,91.54362487792969
1677.691684484,96,91.54362487792969
1732.571132898,100,91.54362487792969
1787.441602945,104,91.54362487792969
1842.452632189,108,91.54362487792969
1897.389822721,112,91.54362487792969
1952.309624672,116,91.54362487792969
2007.193963766,120,91.54362487792969
2062.08063221,124,91.54362487792969
2116.992364645,128,91.54362487792969
2171.800104856,132,91.54362487792969
2226.682197094,136,91.54362487792969
2281.572931528,140,91.54362487792969
2336.454794168,144,91.54362487792969
2391.341812134,148,91.54362487792969
2446.140243292,152,91.54362487792969
2501.015529394,156,91.54362487792969
2712.79869318,160,75.61837005615234
2767.680128336,164,75.61837005615234
2822.522331238,168,75.61837005615234
2877.30122304,172,75.61837005615234
2932.154761076,176,75.61837005615234
2987.012047052,180,75.61837005615234
3041.891327381,184,75.61837005615234
3096.76271224,188,75.61837005615234
3151.634120226,192,75.61837005615234
3206.433259726,196,75.61837005615234
3261.29547596,200,75.61837005615234
3316.168190718,204,75.61837005615234
3371.033002853,208,75.61837005615234
3425.913879395,212,75.61837005615234
3480.698312521,216,75.61837005615234
3535.554054976,220,75.61837005615234
3590.418967009,224,75.61837005615234
3645.286463737,228,75.61837005615234
3700.163623333,232,75.61837005615234
3754.956781864,236,75.61837005615234
3966.918118238,240,68.14543151855469
4021.824998856,244,68.14543151855469
4076.698540926,248,68.14543151855469
4131.569369078,252,68.14543151855469
4186.441787004,256,68.14543151855469
4241.248163939,260,68.14543151855469
4296.125660896,264,68.14543151855469
4351.004839897,268,68.14543151855469
4405.879255533,272,68.14543151855469
4460.760397673,276,68.14543151855469
4515.565901995,280,68.14543151855469
4570.451294422,284,68.14543151855469
4625.34143281,288,68.14543151855469
4680.221891165,292,68.14543151855469
4735.100002527,296,68.14543151855469
4789.9106071,300,68.14543151855469
4844.790669441,304,68.14543151855469
4899.682554483,308,68.14543151855469
4954.561530352,312,68.14543151855469
5009.451963425,316,68.14543151855469
5221.262917995,320,65.81675720214844
5276.088593483,324,65.81675720214844
5330.942820072,328,65.81675720214844
5385.805336475,332,65.81675720214844
5440.660461903,336,65.81675720214844
5495.518554211,340,65.81675720214844
5550.302240849,344,65.81675720214844
5605.157415628,348,65.81675720214844
5660.021591902,352,65.81675720214844
5714.8897264,356,65.81675720214844
5769.751218557,360,65.81675720214844
5824.536647797,364,65.81675720214844
5879.404016733,368,65.81675720214844
5934.275774002,372,65.81675720214844
5989.127593279,376,65.81675720214844
6043.983323812,380,65.81675720214844
6098.826452971,384,65.81675720214844
6153.602955103,388,65.81675720214844
6208.453087091,392,65.81675720214844
6263.318970203,396,65.81675720214844
6475.207952976,400,62.463653564453125
6530.089346647,404,62.463653564453125
6584.868898869,408,62.463653564453125
6639.698847055,412,62.463653564453125
6694.539277315,416,62.463653564453125
6749.496727228,420,62.463653564453125
6804.359802961,424,62.463653564453125
6859.157422304,428,62.463653564453125
6914.019652843,432,62.463653564453125
6968.883426905,436,62.463653564453125
7023.759320736,440,62.463653564453125
7078.63298583,444,62.463653564453125
7133.502207994,448,62.463653564453125
7188.294903278,452,62.463653564453125
7243.215980768,456,62.463653564453125
7298.074157953,460,62.463653564453125
7352.946895838,464,62.463653564453125
7407.828692198,468,62.463653564453125
7462.619625807,472,62.463653564453125
7517.482898235,476,62.463653564453125
7729.293194294,480,60.43445587158203
7784.210173845,484,60.43445587158203
7839.062650919,488,60.43445587158203
7893.861087322,492,60.43445587158203
7948.727083445,496,60.43445587158203
8003.597901344,500,60.43445587158203
8058.466604471,504,60.43445587158203
8113.328102589,508,60.43445587158203
8168.182897329,512,60.43445587158203
8222.946713686,516,60.43445587158203
8277.814236164,520,60.43445587158203
8332.677008629,524,60.43445587158203
8387.538868666,528,60.43445587158203
8442.403989315,532,60.43445587158203
8497.195611954,536,60.43445587158203
8552.167375803,540,60.43445587158203
8607.046695232,544,60.43445587158203
8661.924873829,548,60.43445587158203
8716.789328098,552,60.43445587158203
