203.669367075,0,205.28611755371094
1458.109092951,80,88.9976577758789
2713.777026415,160,72.41767120361328
5223.824398518,320,65.13632202148438
6478.501466751,400,61.265296936035156
7733.69585681,480,57.68549728393555
10243.329809904,640,57.16228485107422
11497.974956036,720,55.60641860961914
12752.786528826,800,53.4078369140625
14008.80273366,880,53.86310577392578
15263.475975037,960,55.80168914794922
16518.311382771,1040,54.25841522216797
19028.337507248,1200,53.23501968383789
20283.205941677,1280,54.56780242919922
21537.55734849,1360,53.220314025878906
22792.513402939,1440,54.00533676147461
25302.84239769,1600,52.484375
26558.404418468,1680,53.16830062866211
27813.941012383,1760,52.096981048583984
29069.224417686,1840,51.77572250366211
30324.55150938,1920,52.140602111816406
31579.77688241,2000,52.243865966796875
34091.069840193,2160,52.05309295654297
35346.216465473,2240,51.71721267700195
36601.256155252,2320,51.16726303100586
39111.786651611,2480,51.73693084716797
41622.949941158,2640,51.12557601928711
45390.273949862,2880,51.101680755615234
47901.792913198,3040,51.0142936706543
50413.280367613,3200,51.47528839111328
51669.506487846,3280,51.608917236328125
52924.758488894,3360,51.764564514160156
54180.512897968,3440,51.232154846191406
55436.277631283,3520,52.04707336425781
57948.587488413,3680,51.58834457397461
60460.404949665,3840,51.208675384521484
64233.16610384,4080,51.95772171020508
66749.800733089,4240,53.18467712402344
70526.46039319,4480,52.9467658996582
71785.312307835,4560,52.842674255371094
73043.633733988,4640,52.49390411376953
74300.289601326,4720,52.79983139038086
75557.040096521,4800,52.3882942199707
76814.224355459,4880,52.40996551513672
78073.565853596,4960,55.10980987548828
