203.109327316,0,205.2871551513672
1458.814745426,80,131.96981811523438
2715.416650534,160,109.28929901123047
3971.209126234,240,100.99751281738281
5227.412551641,320,99.2239761352539
6483.623733282,400,95.26795959472656
7739.69392395,480,87.7493896484375
8996.057765722,560,84.03025817871094
10252.100711346,640,81.41368103027344
11508.072889328,720,77.9474105834961
12764.06578207,800,76.17887878417969
14020.256249189,880,73.47785186767578
15276.364989996,960,70.58944702148438
16532.45528698,1040,69.85842895507812
17788.637531281,1120,68.95857238769531
19044.464525938,1200,68.20050048828125
20300.489381075,1280,67.71685791015625
21556.281233311,1360,67.372802734375
22812.184319496,1440,64.96038818359375
24068.015912294,1520,65.64694213867188
25323.555527687,1600,63.91044616699219
26579.719841003,1680,62.8328742980957
27835.007851362,1760,62.491912841796875
29090.814852476,1840,63.01945877075195
30347.052487373,1920,62.6522216796875
31602.635519981,2000,61.80109786987305
32858.324337482,2080,60.86812210083008
34114.092790604,2160,60.85118865966797
35369.53354001,2240,61.003265380859375
36625.453059912,2320,60.51082992553711
37881.469829798,2400,59.83771514892578
39137.493108511,2480,61.596221923828125
40393.393797636,2560,60.402442932128906
41649.243632317,2640,61.45628356933594
42905.219049215,2720,59.56441879272461
44160.894052744,2800,60.17266082763672
45416.427716017,2880,59.253562927246094
46672.362972021,2960,58.996456146240234
47928.353549004,3040,59.92919921875
49184.241900206,3120,59.1844367980957
50440.427883148,3200,60.10220718383789
51696.421005964,3280,59.93332290649414
52952.239504814,3360,59.22230529785156
54208.155945301,3440,57.546241760253906
55189.076211929,3500,58.98974609375
