203.423538923,0,205.2869873046875
1458.294330835,80,91.54362487792969
2712.79869318,160,75.61837005615234
3966.918118238,240,68.14543151855469
5221.262917995,320,65.81675720214844
6475.207952976,400,62.463653564453125
7729.293194294,480,60.43445587158203
8983.181965113,560,60.942100524902344
10237.500266075,640,60.041748046875
11491.316150904,720,60.462646484375
12744.775305033,800,58.56034469604492
13998.653667688,880,57.534828186035156
15252.869277,960,57.606544494628906
16506.59619379,1040,59.62275314331055
17760.286260605,1120,58.22124481201172
19013.995899439,1200,57.74042510986328
20267.197736025,1280,59.31861114501953
21520.51704812,1360,58.722965240478516
22774.255928993,1440,58.78101348876953
24028.054681063,1520,58.48964309692383
25281.510602474,1600,59.3056526184082
26534.646119356,1680,60.90794372558594
27787.870746851,1760,59.81598663330078
29041.360495806,1840,59.86417770385742
30294.588724136,1920,61.600563049316406
31547.741152763,2000,61.32427215576172
32800.933753252,2080,60.619590759277344
34054.036492348,2160,61.59123229980469
35307.168321848,2240,60.147125244140625
36560.208894253,2320,60.54462814331055
37813.321352482,2400,62.099220275878906
39066.084947348,2480,60.56536865234375
40319.106506109,2560,61.10800552368164
41572.149751663,2640,61.950340270996094
42825.087301254,2720,60.19749069213867
44077.982435703,2800,62.12681198120117
45330.74904561,2880,60.509273529052734
46583.726617575,2960,61.79304504394531
47836.68378973,3040,60.316200256347656
49089.406928778,3120,62.43291473388672
50342.219054699,3200,61.96204376220703
51595.277480602,3280,61.0281867980957
52847.848127365,3360,60.98209762573242
54100.627706766,3440,60.05183029174805
55078.970563412,3500,59.284915924072266
